oewn_id	dulplus_class	source	framester_id	pos	ili	primary_lemma	definition
oewn-00134919-n	dul:Situation	propagated	synset-knockout-noun-2	n	i36118	knockout	a blow that renders the opponent unconscious
oewn-00135066-n	dul:Situation	propagated	synset-technical_knockout-noun-1	n	i36119	technical knockout	a knockout declared by the referee who judges one boxer unable to continue
oewn-00135211-n	dul:Situation	propagated	synset-swat-noun-1	n	i36120	swat	a sharp blow
oewn-00135292-n	dul:Situation	propagated	synset-spank-noun-1	n	i36121	spank	a slap with the flat of the hand
oewn-00135394-n	dul:Situation	propagated	synset-whip-noun-5	n	i36122	whip	a quick blow delivered with a whip or whiplike object
oewn-00135600-n	dul:Situation	propagated	synset-punch-noun-1	n	i36123	punch	(boxing) a blow with the fist
oewn-00135968-n	dul:Situation	propagated	synset-box-noun-10	n	i36124	box	a blow with the hand (usually on the ear)
oewn-00136131-n	dul:Action	propagated	synset-dig-noun-5	n	i36125	dig	the act of touching someone suddenly with your finger or elbow
oewn-00136324-n	dul:Situation	propagated	synset-counterpunch-noun-1	n	i36126	counterpunch	a return punch (especially by a boxer)
oewn-00136457-n	dul:Situation	propagated	synset-haymaker-noun-2	n	i36127	haymaker	a hard punch that renders the opponent unable to continue boxing
oewn-00136619-n	dul:Situation	propagated	synset-hook-noun-7	n	i36128	hook	a short swinging punch delivered from the side with the elbow bent
oewn-00136772-n	dul:Situation	propagated	synset-jab-noun-2	n	i36129	jab	a quick short straight punch
oewn-00136868-n	dul:Situation	propagated	synset-rabbit_punch-noun-1	n	i36130	rabbit punch	a short chopping blow to the back of the neck
oewn-00136972-n	dul:Situation	propagated	synset-sucker_punch-noun-1	n	i36131	sucker punch	an unexpected punch
oewn-00137050-n	dul:Situation	propagated	synset-roundhouse-noun-2	n	i36132	roundhouse	a hook delivered with an exaggerated swing
oewn-00137149-n	dul:Situation	propagated	synset-kick-noun-1	n	i36133	kick	the act of delivering a blow with the foot
oewn-00137511-n	dul:Situation	propagated	synset-goal-kick-noun-2	n	i36134	goal-kick	(association football) a kick by the defending side after the attacking side sends the ball over the goal-line
oewn-00137696-n	dul:Situation	propagated	synset-goal-kick-noun-1	n	i36135	goal-kick	(rugby) an attempt to kick a goal
oewn-00138099-n	dul:Situation	propagated	synset-place_kick-noun-1	n	i36137	place kick	(sports) a kick in which the ball is placed on the ground before kicking
oewn-00138354-n	dul:Situation	propagated	synset-free_kick-noun-1	n	i36138	free kick	(soccer) a place kick that is allowed for a foul or infringement by the other team
oewn-00138529-n	dul:Situation	propagated	synset-corner_kick-noun-1	n	i36139	corner kick	a free kick from the corner awarded to the other side when a player has sent the ball behind their own goal line
oewn-00138697-n	dul:Situation	propagated	synset-dropkick-noun-1	n	i36140	dropkick	(football) kicking (as for a field goal) in which the football is dropped and kicked as it touches the ground
oewn-00138898-n	dul:Action	propagated	synset-kiss-noun-4	n	i36141	kiss	a light glancing touch
oewn-00139041-n	dul:Action	propagated	synset-kiss-noun-1	n	i36142	kiss	the act of caressing with the lips (or an instance thereof)
oewn-00139261-n	dul:Action	propagated	synset-laying_on-noun-1	n	i36143	laying on	the act of contacting something with your hand
oewn-00139419-n	dul:Action	propagated	synset-smack-noun-5	n	i36144	smack	an enthusiastic kiss
oewn-00139554-n	dul:Action	propagated	synset-smacker-noun-1	n	i36145	smacker	a loud kiss
oewn-00139619-n	dul:Action	propagated	synset-soul_kiss-noun-1	n	i36146	soul kiss	an openmouthed kiss in which your tongue is inserted into the other's mouth
oewn-00139776-n	dul:Action	propagated	synset-catch-noun-9	n	i36147	catch	the act of catching an object with the hands
oewn-00140364-n	dul:Action	propagated	synset-fair_catch-noun-1	n	i36148	fair catch	(American football) a catch of a punt on the fly by a defensive player who has signalled that they will not run and so should not be tackled
oewn-00140578-n	dul:Action	propagated	synset-interception-noun-2	n	i36149	interception	(American football) the act of catching a football by a player on the opposing team
oewn-00140739-n	dul:Action	propagated	synset-reception-noun-5	n	i36150	reception	(American football) the act of catching a pass in football
oewn-00140932-n	dul:Action	propagated	synset-rebound-noun-3	n	i36151	rebound	the act of securing possession of the rebounding basketball after a missed shot
oewn-00141084-n	dul:Action	propagated	synset-shoestring_catch-noun-1	n	i36152	shoestring catch	(baseball) a running catch made near the ground
oewn-00141213-n	dul:Action	propagated	synset-mesh-noun-5	n	i36153	mesh	the act of interlocking or meshing
oewn-00141472-n	dul:Action	propagated	synset-handling-noun-2	n	i36154	handling	the action of touching with the hands (or the skillful use of the hands) or by the use of mechanical means
oewn-00141720-n	dul:Action	propagated	synset-fingering-noun-2	n	i36155	fingering	touching something with the fingers
oewn-00141847-n	dul:Action	propagated	synset-grope-noun-1	n	i36156	grope	the act of groping; and instance of groping
oewn-00141996-n	dul:Action	propagated	synset-audit-noun-2	n	i36157	audit	a methodical examination or review of a condition or situation
oewn-00142216-n	dul:Action	propagated	synset-autopsy-noun-1	n	i36158	autopsy	an examination and dissection of a dead body to determine cause of death or the changes produced by disease
oewn-00142489-n	dul:Action	propagated	synset-check-in-noun-1	n	i36159	check-in	the act of reporting your presence (as at an airport or a hotel)
oewn-00142626-n	dul:Action	propagated	synset-check-noun-6	n	i36160	check	the act of inspecting or verifying
oewn-00142960-n	dul:Action	propagated	synset-spot_check-noun-1	n	i36161	spot check	a check on work performance or product quality made at random times without warning
oewn-00143181-n	dul:Action	propagated	synset-checkup-noun-1	n	i36162	checkup	a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person
oewn-00143485-n	dul:Action	propagated	synset-comparison-noun-1	n	i36163	comparison	the act of examining resemblances
oewn-00143877-n	dul:Action	propagated	synset-fine-tooth_comb-noun-2	n	i36164	fine-tooth comb	a method of examining in minute detail
oewn-00144071-n	dul:Action	propagated	synset-follow-up-noun-3	n	i36165	follow-up	a subsequent examination of a patient for the purpose of monitoring earlier treatment
oewn-00144356-n	dul:Action	propagated	synset-going-over-noun-1	n	i36166	going-over	a careful and thorough inspection
oewn-00144446-n	dul:Action	propagated	synset-once-over-noun-1	n	i36167	once-over	a swift cursory examination or inspection
oewn-00144583-n	dul:Action	propagated	synset-ophthalmoscopy-noun-1	n	i36168	ophthalmoscopy	examination of the interior of an eye using an ophthalmoscope
oewn-00144705-n	dul:Action	propagated	synset-palpation-noun-1	n	i36169	palpation	a method of examination in which the examiner feels the size or shape or firmness or location of something (of body parts when the examiner is a health professional)
oewn-00145002-n	dul:Action	propagated	synset-ballottement-noun-1	n	i36170	ballottement	a palpatory technique for feeling a floating object in the body (especially for determining the position of a fetus by feeling the rebound of the fetus after a quick digital tap on the wall of the ute
oewn-00145265-n	dul:Action	propagated	synset-tickle-noun-2	n	i36171	tickle	the act of tickling
oewn-00145452-n	dul:Action	propagated	synset-stroke-noun-5	n	i36172	stroke	a light touch with the hands
oewn-00145598-n	dul:Action	propagated	synset-caress-noun-1	n	i36173	caress	a gentle affectionate stroking (or something resembling it)
oewn-00145844-n	dul:Action	propagated	synset-tag-noun-5	n	i36174	tag	(sports) the act of touching a player in a game (which changes their status in the game)
oewn-00146038-n	dul:Situation	propagated	synset-joining-noun-1	n	i36175	joining	the act of bringing two things into contact (especially for communication)
oewn-00146599-n	dul:Situation	propagated	synset-hit-noun-7	n	i36176	hit	a connection made via the internet to another website
oewn-00146749-n	dul:Situation	propagated	synset-interconnection-noun-2	n	i36177	interconnection	(computer science) the act of interconnecting (wires or computers or theories etc.)
oewn-00146931-n	dul:Situation	propagated	synset-intersection-noun-6	n	i36178	intersection	the act of intersecting (as joining by causing your path to intersect your target's path)
oewn-00147097-n	dul:Situation	propagated	synset-approximation-noun-4	n	i36179	approximation	the act of bringing near or bringing together especially the cut edges of tissue
oewn-00147263-n	dul:Situation	propagated	synset-concatenation-noun-4	n	i36180	concatenation	the act of linking together as in a series or chain
oewn-00147392-n	dul:Situation	propagated	synset-convergence-noun-4	n	i36181	convergence	the act of converging (coming closer)
oewn-00147676-n	dul:Situation	propagated	synset-merging-noun-1	n	i36182	merging	the act of joining together as one
oewn-00147911-n	dul:Situation	propagated	synset-concourse-noun-3	n	i36183	concourse	a coming together of people
oewn-00148007-n	dul:Situation	propagated	synset-encounter-noun-3	n	i36184	encounter	a casual meeting with a person or thing
oewn-00148134-n	dul:Situation	propagated	synset-articulation-noun-5	n	i36185	articulation	the act of joining things in such a way that motion is possible
oewn-00148274-n	dul:Situation	propagated	synset-junction-noun-5	n	i36186	junction	an act of joining or adjoining things
oewn-00148415-n	dul:Situation	propagated	synset-fastening-noun-2	n	i36187	fastening	the act of fastening things together
oewn-00148682-n	dul:Situation	propagated	synset-loosening-noun-2	n	i36188	loosening	the act of making something less tight
oewn-00148877-n	dul:Situation	propagated	synset-tightening-noun-1	n	i36189	tightening	the act of making something tighter
oewn-00149062-n	dul:Situation	propagated	synset-ligation-noun-1	n	i36190	ligation	(surgery) tying a duct or blood vessel with a ligature (as to prevent bleeding during surgery)
oewn-00149266-n	dul:Action	propagated	synset-tubal_ligation-noun-1	n	i36191	tubal ligation	a sterilization procedure with women; both Fallopian tubes are tied in two places and the tubes removed in between the ligations
oewn-00149266-n	dul:Situation	propagated	synset-tubal_ligation-noun-1	n	i36191	tubal ligation	a sterilization procedure with women; both Fallopian tubes are tied in two places and the tubes removed in between the ligations
oewn-00149473-n	dul:Situation	propagated	synset-bonding-noun-3	n	i36192	bonding	fastening firmly together
oewn-00149582-n	dul:Situation	propagated	synset-doweling-noun-1	n	i36193	doweling	fastening by dowels
oewn-00149656-n	dul:Situation	propagated	synset-grounding-noun-2	n	i36194	grounding	fastening electrical equipment to earth
oewn-00149798-n	dul:Situation	propagated	synset-linkage-noun-4	n	i36195	linkage	the act of linking things together
oewn-00149904-n	dul:Situation	propagated	synset-tying-noun-1	n	i36196	tying	the act of tying or binding things together
oewn-00150082-n	dul:Situation	propagated	synset-untying-noun-1	n	i36197	untying	loosening the ties that fasten something
oewn-00150328-n	dul:Situation	propagated	synset-welding-noun-1	n	i36198	welding	fastening two pieces of metal together by softening with heat and applying pressure
oewn-00150519-n	dul:Situation	propagated	synset-butt_welding-noun-1	n	i36199	butt welding	creating a butt joint by welding
oewn-00150715-n	dul:Situation	propagated	synset-spot_welding-noun-1	n	i36200	spot welding	creating an overlapping joint by welding at small points
oewn-00150917-n	dul:Action	propagated	synset-flare-noun-11	n	i36201	flare	(baseball) a fly ball hit a short distance into the outfield
oewn-00151048-n	dul:Action	propagated	synset-Texas_leaguer-noun-1	n	i36202	Texas leaguer	(baseball) a fly ball that falls between and infielder and an outfielder
oewn-00151199-n	dul:Situation	propagated	synset-flash_welding-noun-1	n	i36203	flash welding	butt welding by creating an electric arc between the two pieces which melts and joins them; used for joining segments of metal pipe
oewn-00151411-n	dul:Action	propagated	synset-lick-noun-2	n	i36204	lick	touching with the tongue
oewn-00151582-n	dul:Action	propagated	synset-grazing-noun-2	n	i36205	grazing	the act of brushing against while passing
oewn-00151752-n	dul:Action	propagated	synset-tracing-noun-3	n	i36206	tracing	the discovery and description of the course of development of something
oewn-00151907-n	dul:Action	propagated	synset-detection-noun-2	n	i36207	detection	the act of detecting something; catching sight of something
oewn-00152134-n	dul:Action	propagated	synset-self-discovery-noun-1	n	i36208	self-discovery	discovering your own individuality
oewn-00152229-n	dul:Action	propagated	synset-breakthrough-noun-2	n	i36209	breakthrough	making an important discovery
oewn-00152317-n	dul:Action	propagated	synset-determination-noun-1	n	i36210	determination	the act of determining the properties of something, usually by research or calculation
oewn-00152734-n	dul:Action	propagated	synset-rediscovery-noun-1	n	i36211	rediscovery	the act of discovering again
oewn-00152838-n	dul:Action	propagated	synset-designation-noun-3	n	i36212	designation	the act of designating or identifying something
